#id	rank	argument
arg623493	0.00678	I am an American, and I am ashamed to admit "Merica is rich due to slavery. India never had slavery and used to be rich until the British came and took everything away. We were left in a bad state, but started developing quickly. India is much more competitive in education than America and soon when everyone has education (which will happen in our lifetime) India will excel. <br/> India has the potential.
arg123811	0.03458	ndians has always been powerful why r u forgeting about its ancient glory history
arg106108	0.00737	Of course it has the potential, but right now the current religious tension between Muslims and Hindus would probably prevent this. I can't think of a leading nation that has had large scale internal conflict, it just doesn't work. To "lead" a country must have time and resources to worry about other countries and not itself.
arg119309	0.05029	India is a good country to live in... <br/> it has diverse culture but still it unites as one. <br/> Saare jagah se achcha... <br/> Hindustan hamara...
arg116888	0.00660	Yes. India does have the potential to lead the world. If the Indian government can look after a country with 28 states of 28 ways, culture, geographical and language, it can certainly can lead the world. For example, there is heavy rainfall in Manipur , while there is water scarcity in Rajasthan. It also has the most wonderful technological developments. Economically also India isn't that low. Eg: Chandrayaan from India discovered water on Moon. What do u say about that? And the father of astronomy, aryabhatta was from India.
arg276210	0.04440	i just know that i am an Indian and i don't want to show my country down and the person who thinks that only by debate they will solve all the problems is wrong. <br/> because they also know that how is there country.
arg106101	0.01073	India is in my personal list of countries to keep an eye on over the next thirty years. I think they're a good contender for superpower status before the end of this century.
arg142643	0.02712	India will grow faster than any country of the world after 2012.
arg132483	0.11558	I already had my say in the debate and we Indians at least managed to learn these mongrel's language and we are pretty good at it. But the rest of you English gimmicks stumble in your own tongue. <br/> I am quoting some sush102 <br/> "Hey its better dnt teach me wats da differnce between chatng nd debatng..... If i start my debate na den u bloody will b 4ced to leave dis site nd run away...." <br/> what crap? <br/> "dnt" , "ma" "dis" <br/> what kind of crap is that??? <br/> It makes no difference what you say but it still remains that INDIANS are the BEST!!!!
arg126378	0.00628	The Indian economy is galloping at a breakneck speed and might even reach double-digit growth by 2013, feel Finance Minister Pranab Mukherjee and Commerce Minister Anand Sharma. Many economists agree that the demographic dividend that India enjoys could see the country sustain its high growth rate for a long time to come. <br/> The India growth story is indeed enviable. Despite being plagued by myriad problems, India has emerged stronger and more resilient to any global crises so far. <br/> India is expected to be the world's fastest growing economy by 2018, according to Economist Intelligence Unit, a research arm of the Economist magazine.
arg128880	0.02400	Hi all of u.................. dis is a new gal joining da prsns who r in favor of dis argue...... those who are in oppose of dis topic..... may i request u one thing dat plz think before u tell about India"s potential bcoz the wealth which the foreigners are enjoying nw are the looted one 4m India........ The other foreign countries are more developed den us bcoz it is da Indian people who are using their brain and making the foreign countries develop..........
arg110321	0.00729	INDIA has the potential to lead the world. <br/> Full of natural resources, filled with highly spiritual people and country with diverse tounges and races. India has th potential to flourish. <br/> Well, I cannot ignore the fact that Indian government seems pretty corrupt and poverty still exists. <br/> But hey, China is communist, poverty is also seen in China.. <br/> So why not INDIA? <br/> INDIA DOES HAVE THE POTENTIAL TO LEAD THE WORLD
arg130673	0.07915	ooooooooh really David then why people from your country knock their doors in India for gaining peace and get rid of depression,why does most of the named firms of the world have highest no. of Indian employees cuz we are genius,and we are actually intellectually superior.in past we have lead the world and we'll surely lead the world again in near future wait and watch
arg260216	0.00780	i remember the only country by whose fear alexander's army was afraid <br/> it was INDIA <br/> after just sixty years of independence INDIA is looked as the country to become the sixth member of security council of UN <br/> and it is also the country with a great development rate <br/> And i know that none of us are unknown to the great contribution of INDIA in the discovery of god partical <br/> then from where the matter comes from that INDIA is not having the pottential
arg106091	0.00643	I believe that India is fast emerging as a hub for international trade and investment. India has provided a huge opportunity to enhance trade and investments in sectors such as mechanical and electrical engineering, food processing, automotive, tourism and banking among others. Almost every multinational company is focusing on India.
arg486903	0.00881	Yes, that is true if they continue to manage the positive and effective economic agenda. The first thing they need is to promote their economic policy to every investors and their tourism. <br/> Regards, <br/> Jerwin <br/> "consultant of poster printing san francisco"
arg116894	0.04791	indian culture,,and languages are established 2000yrs ago where other countries are finding there languags
arg121181	0.04333	india can speak english better than orginal english man..britishers and americans speech includes a lot of grammatical mistakes ..so who is better....indians !!!! "truth is stranger than fiction".......
arg129910	0.05616	we should not forget lord rama, krishna, vishvamitr etc which give far view that india will be the vishvguru in future
arg126374	0.03192	India certainly has d potentials 2 lead d world...... <br/> in our real world power and weapons doesn't work any more <br/> maybe................................... <br/> maybe USA,UK or such other contries are more powerful but India is economically more strong.it is d hub 4 many other companies.
arg106165	0.01039	India and China could redefine what third world country means because in the future, both will be first and third world countries simultaneously.
arg116895	0.01196	india international institute like nalanda where students of many countries came for studies.........discovery of decimal and 0
arg119329	0.01023	india is bound by water on 3 sides, some thing which most other nations do not have. this is a big advantage for india
arg123380	0.00701	India is a secular state.people of all communities reside here so india has the knowledge of almost all countries and the way they live. so it can easily lead all the people of world without creating any nuissance among anyone.
arg125962	0.00756	India moving a step ahead in becoming a world power everyday.... <br/> concerns shown by other countries says it all..... <br/> Yes we have some internal problems which country don't have... <br/> but time is river water and it brings changes..we growing as one of the leading power... <br/> I'll not compare my country with others as Napoleon said"Comparing yourself with others is same as insulting yourself" <br/> We have the 3rd largest army in the world.. <br/> we produce most no. of doctors and engineers every year (count in your own country) <br/> but still we don't like to prise ourselves because we don't believe anyone is stronger or weaker than us.... <br/> !!!!! NAMASTE!!!!
arg106426	0.01291	Do we have the potential? <br/> Yes. <br/> The only competition we have is China who has done a much better job for the long run. <br/> But then again the way India runs.. it always makes order out of chaos.
arg121919	0.06641	how can Indians say that india don not have the potential to lead the world??????????????? <br/> India is the heaven in the Earth and only India have the potential to lead the world.......... <br/> Believe yourself and hardwork............. <br/> surely INDIA WILL BECOME POTENTIAL TO LEAD THE WORLD other-than any country!!!!!!!!!!!! <br/> JAI HIND
arg129377	0.00752	India surely has the potential to lead the world.........Dr Manmohan Singh is considered as the most qualified prime minister all over the world.........India has proved its potential in various fields and aspects............
arg117437	0.00892	Of course India has the POTENTIAL to lead the world, but I don't see that happening anytime soon. They have the knowledge, the manpower, and the resources to lead the world.
arg131151	0.08192	To say India can not lead the world is to say that a newborn child can never walk!!! I agree that there r so many problems that the rising India is facing 2day bt we r getting better day by day!!!
arg121182	0.09941	aah...u r saying like that only india has this things.....other countries donot have this.....does the america which seems as leading the world doesnt have bad qualities.....it eats less and waste more.....the amount of food they waste can be utillised for feeding whole indian population...it produces more pollution and blame us...what about it !!!!!!!
arg150905	0.00776	India does have ptential to lead the world, but so does China! America continues to outsource good manufactoring jobs to these countries resulting in an economic boost for India and China!
arg123809	0.02796	i think there is no doubt on this that India has power to lead the world.
arg596217	0.00916	yes,India has potential to lead the world.So, many countries depends on scientists.most of employees in every country is Indians.
