#id	label	a1	a2
12565_71559	a2	k, I believe that 'God' created and then tweaked via evolution? <br/> we all find out within 100 years anyways....	I am a nurse and the more I studied biology, the more I was in awe of the miracle of our bodies. Every tiny cell has it's own design that is even more complex than a computer. When you look at a computer do you question that there had to be a creator? Or do you need proof that this highly organized machine came to be about by a mere accident or order of circumstances? Evolutionists need more faith than Creationists.
80918_71559	a2	you cannot argue with the theory of creatoinism without getting into an extreamly dumb argument because anybody who beleives in creatoinism who is arguing with anyone who doesn't can say that god makes them think what they think <br/> TAKE A HINT EVERYBODY THIS ARGUMENT IS MORONIC!!!!!!!!!!!!!!!!!!	I am a nurse and the more I studied biology, the more I was in awe of the miracle of our bodies. Every tiny cell has it's own design that is even more complex than a computer. When you look at a computer do you question that there had to be a creator? Or do you need proof that this highly organized machine came to be about by a mere accident or order of circumstances? Evolutionists need more faith than Creationists.
80918_12567	a2	you cannot argue with the theory of creatoinism without getting into an extreamly dumb argument because anybody who beleives in creatoinism who is arguing with anyone who doesn't can say that god makes them think what they think <br/> TAKE A HINT EVERYBODY THIS ARGUMENT IS MORONIC!!!!!!!!!!!!!!!!!!	The scientific rigor you mention is not present in evolutionary theory. Here's one example: In the 1800s, Charles Lyell and others came up with dates for the rock strata. Radiometric dating wasn't invented until the 1900s. When it was invented, the techniques were calibrated to match the dates Lyell came up with. To say that this proves the dates that Lyell came up with is a logical fallacy, and it sure doesn't sound like true scientific rigor to me.
12568_12592	a1	God is abstract. He doesn't often show himself. In general, the idea of a god or gods is pretty hard to think about. <br/> Apes are concrete. You can see them. Generally, the whole ape concept is easy to get your hands around. <br/> It's funny that the supposedly unsophisticated ancients would all choose to believe in an abstract concept rather than a concrete one. If you asked Adam where he came from, why would he say "God must have created me, I've seen Him around the garden" instead of "I was magically transformed from one of those apes over there"?	I can prove to you that humans have not evolved since the beginning of recorded history
12586_28068	a2	Then according to your theory the fruit flies would have adapted and survived <br/> So I'm not really sure how that argument works...	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.
12588_12581	a1	That's interesting because the burden of proof rests on you to prove that we are still evolving. <br/> I don't know about anyone else but I haven't noticed mankind change form for a few thousand years.... <br/> Another question- With this whole "big bang" theory. It seems like everything should have blown apart in a big bang and not come together.	Just because you think your opponent has been brainwashed one way or the other does not make your argument any stronger
28068_12583	a1	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.	You're just as much brainwashed as I am <br/> except you're the other side
80918_70855	a2	you cannot argue with the theory of creatoinism without getting into an extreamly dumb argument because anybody who beleives in creatoinism who is arguing with anyone who doesn't can say that god makes them think what they think <br/> TAKE A HINT EVERYBODY THIS ARGUMENT IS MORONIC!!!!!!!!!!!!!!!!!!	There has to have been a creator. If you believe in 'The Big Bang', then that's fine. But what caused it? And if it was caused by certain gases reacting with each other, then where did those gases come from? It doesn't matter how you think this universe came to be. The point is that it can't have just appeared. There must have been a creator.
28068_12563	a1	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.	Oops, I meant to say creationist version of evolution. My apologies.
12579_44125	a1	Actually, creationism is an argument that has been in existence since the beginning of recorded history <br/> With the writing of the Old Testament <br/> I think you are referring to a time of more recent Christianity <br/> So the Biblical account is an argument which has been in existance much longer than your note	Our world could be a giant hologram <br/> http://www.newscientist.com/article/mg20126911.300-our-world-may-be-a-giant-hologram.html <br/> It is exceedingly likely that we live in a simulated universe
