#id	label	a1	a2
arg315568_arg159445	a2	While there are benifits to TV, i think books are better overal for learning as they require more focus.	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.
arg135650_arg135553	a2	If those who have actually read a book, then there is really no debate.	books make you more intelligent. they can also say what people are thinking.
arg159445_arg339484	a1	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.	because its better for young kids that have to do school work and its healthier for their eyes. When kids need to do their homework they need to do more reading than watching tv. :-)
arg135650_arg159445	a2	If those who have actually read a book, then there is really no debate.	Books offer improvement with grammar and spelling skills. Plus it's more creative. With TV everything is done for you. With books you can imagine the characters looks and the setting with your own little creativity in it. <br/> Plus you can take books anywhere and everywhere without disrupting anyone.
arg218503_arg135553	a1	I say books are better because It has you use your Imagination so the more you read the more your Imagination improves and It helps you to Improve reading, grammar, and it improves your writing skills!!! <br/> Also I want to say I HATE commercials!!! <br/> I hate Sponge bob!!! I would say PBS Kids, history channel, and the other Channels that help kids or adults get smarter I would say are good!	books make you more intelligent. they can also say what people are thinking.
arg135648_arg585714	a2	One Flew over the Cuckoos Nest, East of Eden, Nabokov's Lolita, 1984, Martian Chronicles - I could go on and on. For real. There's very little that beats the world described in books.	1. Books don't ruin your eyes like TV. does. <br/> 2. Books allow your brain to imagine rather than doing it for you. <br/> 3. Reading books a lot can help you with spelling. <br/> 4. Reading books a lot can help you write better. <br/> 5. Reading books teaches you to read. Watching TV. doesn't
arg218503_arg497712	a1	I say books are better because It has you use your Imagination so the more you read the more your Imagination improves and It helps you to Improve reading, grammar, and it improves your writing skills!!! <br/> Also I want to say I HATE commercials!!! <br/> I hate Sponge bob!!! I would say PBS Kids, history channel, and the other Channels that help kids or adults get smarter I would say are good!	books even reduce our electricity bills! which uses much of our spending money
arg213472_arg135650	a1	books is well better than tv because it is cheaper to buy a book <br/> if you wanted to buy a tv it would be really dear and you have to buy a tv licence <br/> books can help you learn <br/> a lot of the stuff on tv is either violent or not right for kids <br/> so books are well better	If those who have actually read a book, then there is really no debate.
arg135637_arg345723	a2	TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that.	I love books, I love getting lost in them. They also improve your literature (so my English teacher said :P)
arg315568_arg135637	a1	While there are benifits to TV, i think books are better overal for learning as they require more focus.	TV is terrible. Except for Spongebob maybe. That's an alright show. Still, the majority of television is awful. So I'd have to say books based on that.
arg135650_arg345723	a2	If those who have actually read a book, then there is really no debate.	I love books, I love getting lost in them. They also improve your literature (so my English teacher said :P)
