#id	label	a1	a2
829248463_12414	a2	the last comment was put on the wrong side, my bad	I vote "Wrong". It goes against human nature and, as other fellow voters have mentioned, the definition of "Marriage". <br/> And you can't exclude religion from this argument, because thats what happened when people don't have faith or belief in any religion. Religion is there to act as guidelines to what is right and what is wrong. Religion is a way of life. Without it, we're lost.
70614_12399	a1	Two men/women together does not seem natural. Although we know the world is changing and there are new ideas the purpose of two humans being together is to reproduce and make new life. Marriage is in front of God and the words are taken from the Bible but it is obvious that God does not approve of this so doesn't it seem ironic in a way?	for the record - I am not gay. I'm married and have a little daughter.
12433_12441	a1	"This idea is essentially playing with semantics." <br/> I did not propose that there be a separate but identical marriage for homosexual relationships and that it be called "civil unions." <br/> "Furthermore, the effects on society are bound to be minimal..." <br/> This is the type of reasoning that the slippery slope argument applies perfectly to. Why not let any small group demand a change with little relative impact? <br/> "...why challenge any assumption?" <br/> I'm not arguing that law shouldn't change. I'm arguing that law developed under one set of assumptions should be blindly applied to a different scenario. Read my rebuttal to res0ndf7 for more on this line.	Is incestual marriage right or wrong? Does gay marriage include incestual homosexual marriage? <br/> Which country legalized homosexual unions which lead to a lower marriage rate?
65364_829248463	a1	Marriage evolved because of moral and religious grounds rather than a mere union approved by the state... To debase marriage just to accomodate base desires of gay couples in disguise if a right is simply stupid...	the last comment was put on the wrong side, my bad
73436_32066	a1	Marriage is between a man and a woman. It has always been so. If two people want to live in Sin together, I have no problem with that. However, they shouldn't be rewarded with tax breaks. And I sure don't want them to have a platform to spew their garbage and cram it down my kids' throat. Since Homosexuality is a learned sin (think about it) I don't want my kids to learn that it is ok. This public exposure/support of the homosexuals isn't good for morality, and if morality goes, then so does society. (Lord of the Flies)	there is no such thing as "gay marriage". Marriage can only be between a man and a woman.
12402_12441	a1	From a religious standpoint gay marriage isn't even possible. Let along right. But everyone isn't religious or adheres to specific religious guidance. <br/> Marriage is defined as between a woman and a man. So the word "marriage" may be misused in this case. Civil unions, well that's a different matter.	Is incestual marriage right or wrong? Does gay marriage include incestual homosexual marriage? <br/> Which country legalized homosexual unions which lead to a lower marriage rate?
31527_12399	a1	The Marriage issue should be out of politicians and lawmakers. Marriages are for the Church to decide, Congress have no power to pass a legislation forcing religious institutions about marriage. Maybe, if the courts were to allow gay marriage, it would be alright since it is not a religious institution, it doesn't break the Separation between Church and State ruled by the Supreme Court.	for the record - I am not gay. I'm married and have a little daughter.
12469_12414	a2	Gay marriage should be between a man and a woman.	I vote "Wrong". It goes against human nature and, as other fellow voters have mentioned, the definition of "Marriage". <br/> And you can't exclude religion from this argument, because thats what happened when people don't have faith or belief in any religion. Religion is there to act as guidelines to what is right and what is wrong. Religion is a way of life. Without it, we're lost.
32066_829248463	a1	there is no such thing as "gay marriage". Marriage can only be between a man and a woman.	the last comment was put on the wrong side, my bad
70614_12413	a1	Two men/women together does not seem natural. Although we know the world is changing and there are new ideas the purpose of two humans being together is to reproduce and make new life. Marriage is in front of God and the words are taken from the Bible but it is obvious that God does not approve of this so doesn't it seem ironic in a way?	Why are you arguing about a U.S. decision when you are in Canada?
